Catalog,A.,D.,E.,Type Eng.,Type Ar.,Brand,Model Eng.,Group No.,Grpoup name Eng.,Grpoup name Ar.,Subgroup,Drawing No.,Drawing name Eng.,Drawing  name Ar.,Pos. No.,Producer ID,Q-ty on the drawing,Name Eng.,Name Ar.,OUR ID,Has photo,In stock,Is speial,Price,Special price
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,48,240-1007151-B,1,Outer rocker shaft bracket,ساند مخرج عامود الكراسى,0000000223,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,,240-1007151-B-01,1,Outer rocker shaft bracket,ساند مخرج عامود الكراسى,0000000224,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,49,240-1007152-B,1,Center rocker shaft bracket,ساند مركز عامود الكراسى,0000000225,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,,240-1007152-B-01,1,Center rocker shaft bracket,ساند مركز عامود الكراسى,0000000226,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,50,240-1007185,1,Rocker shaft arrester,عامود ربط الكراسى,0000000227,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,51,10 65G 06,1,Washer,وردة,0000000228,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,52,D02-063,8,Nut,صامولة,0000000229,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,53,240-1007310-B1,8,Bar,بار,0000000230,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,54,240-1007375-А1 or А2,8,Valve lifter,صمام الرفع,0000000231,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,,240-1002470,1,Breather installation,تركيب المنفس ( تركيب الهواية ),0000000232,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,55,240-1002430-G,1,Breather body,جسم المنفس ( جسم الهواية ),0000000233,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,56,240-1002440,1,Filter,فلتر,0000000234,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,57,240-1002444-А1,1,Gasket,جوان,0000000235,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,58,240-1003122-B,1,Cover cap,غطاء رأسى,0000000236,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,59,М8-6gХ16,4,Bolt,مسمار,0000000237,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,60,8 65G 06,4,Washer,وردة,0000000238,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,61,"KG 3/8"". А12.016",2,Plug,فيشه,0000000239,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,62,70-8115022-А,1,Branch pipe,انبوبة فرعية,0000000240,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,63,50-1015598,1,Branch pipe gasket,جوان انبوب فرعى,0000000241,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,64,М12-6N,4,Nut,صامولة,0000000242,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,65,М8-6gХ20,2,Bolt,مسمار,0000000243,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,66,М8-6gХ30,1,Bolt,مسمار,0000000244,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,67,М8-6gХ35,2,Bolt,مسمار,0000000245,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,68,М8-6gХ80 (or 240-1022070-03),1,Bolt,مسمار,0000000246,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,69,М12-6gХ85,2,Bolt,مسمار,0000000247,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,70,8 65G 06,5,Washer,وردة,0000000248,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,71,8.01.08KP,1,Washer,وردة,0000000249,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,72,12.01.08KP,2,Washer,وردة,0000000250,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,73,240-1111115-А-01,1,Bracket,ساند,0000000251,0,0,0,0,0
2.1.1.10.3,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",3,Cylinder head and intake line installation for engines D-244,تركيب الأسطوانة الرئيسية و خط السحب للمحركات,74,240-1111125-А1-01,1,Bracket,ساند,0000000252,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,,240-1005015-B-04,1,Crankshaft,عامود الادارة,0000000253,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,1,50-1005021-А,5,End cap,غطاء نهاية,0000000254,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,2,50-1005043,1,Rear crankshaft oil slinger,زيت العامود المرفقى لعامود الادارة,0000000255,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,3,50-1005157-V,4,End cap,غطاء نهاية,0000000256,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,4,50-1005191-А,4,Crankshaft pipe,انبوبة عامود الادارة,0000000257,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,,240-1005014,1,Crankshaft,عامود الادارة,0000000258,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,5,240-1005017,4,Crankshaft counterweight,وزن عامود الادارة,0000000259,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,6,240-1005018,8,Counterweight fastening bolt,ترباس متزامنة الوزن,0000000260,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,7,240-1005020-B1,1,Crankshaft,عامود الادارة,0000000261,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,8,240-1005024,8,Lock plate,قفل اللوحة,0000000262,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,9,240-1005030-А1,1,Crankshaft distribution gear,ترس معدات توزيع العاامود المرفقى,0000000263,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,10,4Х22,4,Lock pin,دبوس الاغلاق,0000000264,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,11,6Х9,2,Key,مفتاح,0000000265,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,12,50-1005019,3,Pin,بنز,0000000266,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,,А23.01-81-240 TsbN1 or А23.01-81-240SBASN1,1,Crankshaft bearing liner set,مجموعة بلى العامودة المرفقى,0000000267,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,13,А23.01-8116 or А23.01-81.037,4,Crankshaft bearing liner,بلى العامودة المرفقى,0000000268,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,14,А23.01-8117 or А23.01-81.038,4,Crankshaft bearing liner,بلى العامودة المرفقى,0000000269,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,15,А23.01-8118 or А23.01-81.040,1,Crankshaft bearing liner,بلى العامودة المرفقى,0000000270,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,16,А23.01-8119 or А23.01-81.039,1,Crankshaft bearing liner,بلى العامودة المرفقى,0000000271,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,17,А23.01-10401,2,Semi-ring,جوان نصف دائرى,0000000272,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,18,А23.01-10403,2,Semi-ring,جوان نصف دائرى,0000000273,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,,240-1004010-А-18 or 240-1004010-А-19 or 240-1004010-А-20 or 240-1004010-А-21 or 240-1004010-А-22 or 240-1004010-А-23 or 240-1004010-А-24 or 240-1004010-А-25 or 240-1004010-А-26 or 240-1004010-А-27 or 240-1004010-А-28 or 240-1004010-А-29 or 240-1004010-А-30 or 240-1004010-А-31 or 240-1004010-А-32 or 240-1004010-А-33 or 240-1004010-А-34 or 240-1004010-А-35,4,Piston with connecting rod,بستيم مع ارطراف التوصيل,0000000274,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,19,50-1004042-А1,1,Piston pin,دبوس البستيم,0000000275,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,20,240-1004021-D-03 or 240-1004021-D or 240-1004021-D-01 or 240-1004021-D-02 or 240-1004021-D-04 or 240-1004021-D-05,1,Piston,بستيم,0000000276,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,21,240-1004022,2,Piston pin circlip,دبوس البستيم,0000000277,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,,240-1004100,1,Connecting rod,قضيب التوصيل,0000000278,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,22,50-1004182-А1,2,Connecting-rod bolt,قضيب توصيل بالمسمار,0000000279,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,23,50-1004188,2,Nut of connecting-rod bolt,صامولة قضيب توصيل بالمسمار,0000000280,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,24,240-1004112,1,Connecting rod,قضيب التوصيل,0000000281,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,25,240-1004115-А,1,Bushing of con-rod small end,البطانة المعدنية لقضيب التوصيل,0000000282,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,26,240-1004125,1,Connecting rod cap,كاب قضيب التوصيل,0000000283,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,27,245-1004190,2,Washer,وردة,0000000284,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,28,ST240-1004062 or 240-1004062 or 14-110-30-02,1,Compression ring,إسطوانة ضغط,0000000285,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,29,ST260-1004063 or 260-1004063 or 30-110-25-02,1,Compression ring,إسطوانة ضغط,0000000286,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,30,ST260-1004080 or 260-1004080 or 64-110-50-02,1,Oil-scraper ring,اويل سيل كارنك امامى,0000000287,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,31,50-1005042,1,Front crankshaft oil slinger,اويل سيل كارنك ,0000000288,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,32,50-1005054,1,Crankshaft bolt,مسمار طارة عامود كرانك,0000000289,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,33,50-1005055-А,1,Crankshaft bolt washer,وردة طارة عامود كرانك,0000000290,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,34,50-1005127-А,7,Flywheel fastening bolt,مسمار حدافة,0000000291,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,35,48-1002318,7,Washer,وردة,0000000292,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,36,240-1005033-А-01 or 240-1005033-01,1,Oil pump drive pinion gear,ترس طلمبة زيت,0000000293,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,,240-1005115,1,Flywheel,حدافة,0000000294,0,0,0,0,0
2.1.1.10.4,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1004, 1005",4,Pistons and connecting rods. Crankshaft. Flywheel,البستم و عامود التوصيل وعامود الكرانك و نقاط التوصيل,,240-1005114-А,1,Flywheel,حدافة,0000000295,0,0,0,0,0
