Catalog,A.,D.,E.,Type Eng.,Type Ar.,Brand,Model Eng.,Group No.,Grpoup name Eng.,Grpoup name Ar.,Subgroup,Drawing No.,Drawing name Eng.,Drawing  name Ar.,Pos. No.,Producer ID,Q-ty on the drawing,Name Eng.,Name Ar.,OUR ID,Has photo,In stock,Is speial,Price,Special price
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,24,BP-1-01,1,Fuse block,علبه الفيوزات,0000002062,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,25,BP-2-01,1,Fuse block,علبه الفيوزات,0000002063,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,26,М6х25,4,Screw,مسمار,0000002064,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,27,M6,5,Nut,صامولة,0000002065,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,28,1202.3704-03,1,Switch of starter,مفتاح البدء,0000002066,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,29,70-3724095,1,Harness,ضفيرة,0000002067,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,30,TH135-Э,1,Tachospeedometer,مقياس السرعة,0000002068,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,31,JeI8009М-9 or AR20.3810,1,Indicator of oil pressure,لبمة إشارة ضغط الزيت,0000002069,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,32,JeI8007М-2 or AR20.3806,1,Indicator of fuel level,لبمة إشارة مستوى الوقود,0000002070,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,33,JeI8006М-2 or AR20.3812,1,Indicator of tension,لبمة إشارة الشد,0000002071,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,34,JeI8008М-3 or AR20.3807,1,Indicator of water-temperature,لمبة إشارة حرارة المياة,0000002072,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,35,122.3803010,1,Lamp of signal light,لمبة إشارة الضوء,0000002073,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,36,121.3803010,1,Lamp of signal light,لمبة إشارة الضوء,0000002074,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,37,12.3803010,2,Lamp of signal light,لمبة إشارة الضوء,0000002075,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,38,70-3724105-B,1,Harness,ضفيرة,0000002076,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,30,70-3724049-V,1,Harness,ضفيرة,0000002077,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,40,245.3710 or 249.3710-05,1,Hazard warning lights switch,مفتاح إضائة الاخطار,0000002078,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,41,8586.6/0031 or JeRP-1 or RP-1,1,Flasher of turn indicators,مبين إشارة الدوران,0000002079,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,42,PPR-25,2,Polyvinylchloride profile,ملف تعريف Polyvinyl chloride,0000002080,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,43,70-3801032,1,Plate,جوان معدنى,0000002081,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,44,70-3801038,1,Plate,جوان معدنى,0000002082,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,45,70-3801060-V,1,Shield,حامى,0000002083,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,46,70-3801216,1,Edging of aperture,فاتحة التشحيم,0000002084,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,47,220-3805019,1,Washer,وردة,0000002085,0,0,0,0,0
2.1.1.38.381,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",38,Instruments,الأدوات,"3801, 3805",381,Dashboard,الطالبوة,48,80-3805014,1,Nut,صامولة,0000002086,0,0,0,0,0
2.1.1.39.391,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3901,391,Operator’s Tools,مكونات صندوق العدة,,,1,"Spare parts, tools and accessories of diesel engine D-243",قطع غيار و الادوات و المستلزمات لمحرك D-243,0000002087,0,0,0,0,0
2.1.1.39.391,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3901,391,Operator’s Tools,مكونات صندوق العدة,1,70-3901038,1,Wrench 41x46 (optional),مفتاح ربط (41X46 ) إختيارى,0000002088,0,0,0,0,0
2.1.1.39.391,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3901,391,Operator’s Tools,مكونات صندوق العدة,2,,1,Socket wrench S=32,مفتاح ربط القابس الكهربى = S32,0000002089,0,0,0,0,0
2.1.1.39.391,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3901,391,Operator’s Tools,مكونات صندوق العدة,3,,1,Socket wrench S=27,مفتاح ربط القابس الكهربى = S27,0000002090,0,0,0,0,0
2.1.1.39.391,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3901,391,Operator’s Tools,مكونات صندوق العدة,4,,1,Socket wrench S=12,مفتاح ربط القابس الكهربى = S12,0000002091,0,0,0,0,0
2.1.1.39.392,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3912,392,First Aid Kit,الاسعافات الاولية,1,70-3912153-А,1,Bracket,ساند,0000002092,0,0,0,0,0
2.1.1.39.392,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3912,392,First Aid Kit,الاسعافات الاولية,2,70-3912152,1,Body,جسم,0000002093,0,0,0,0,0
2.1.1.39.392,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3912,392,First Aid Kit,الاسعافات الاولية,3,70-3912151,1,Cover,غطاء,0000002094,0,0,0,0,0
2.1.1.39.392,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3912,392,First Aid Kit,الاسعافات الاولية,4,ShCh 6,3,Washer,وردة,0000002095,0,0,0,0,0
2.1.1.39.392,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3912,392,First Aid Kit,الاسعافات الاولية,5,70-3723033,3,Cramp,شداد,0000002096,0,0,0,0,0
2.1.1.39.393,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3919,393,Tool box,صندوق العدد,1,50-8400018,4,Bumper,ممتص الصدمات,0000002097,0,0,0,0,0
2.1.1.39.393,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3919,393,Tool box,صندوق العدد,2,70-3919110,1,Box,صندوق,0000002098,0,0,0,0,0
2.1.1.39.393,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3919,393,Tool box,صندوق العدد,3,М8х16,2,Bolt,مسمار,0000002099,0,0,0,0,0
2.1.1.39.393,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3919,393,Tool box,صندوق العدد,4,80-3919106,2,Bracket,ساند,0000002100,0,0,0,0,0
2.1.1.39.393,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3919,393,Tool box,صندوق العدد,5,ShCh 8,2,Washer,وردة,0000002101,0,0,0,0,0
2.1.1.39.393,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3919,393,Tool box,صندوق العدد,6,ShP 8,2,Washer,وردة,0000002102,0,0,0,0,0
2.1.1.39.393,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",39,Tools and accessories,الادوات والكامليات ,3919,393,Tool box,صندوق العدد,7,М8,2,Nut,صامولة,0000002103,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,,85-4202010,1,Rear power takeoff shaft,العامود الخلفى للطنبورة,0000002104,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,,85-4202020,1,"Cover (1-16, 20, 21, 25-31, 34-37, 46-56)","غطاء  (1-16, 20, 21, 25-31, 34-37, 46-56)",0000002105,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,,70-4202030-А,1,"Crown gear (36, 38-45)","ترس التاج (36, 38-45)",0000002106,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,1,209А,2,Bearing,بلية,0000002107,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,2,50-4202078,2,Pin,بنز,0000002108,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,3,50-4202074,1,Lever,وردة,0000002109,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,4,50-4202058,1,Bracket,ساند,0000002110,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,5,85-4202074,1,Lever,وردة,0000002111,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,6,ShCK 8х36,2,Pin,بنز,0000002112,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,7,80-4202076,1,Shaft,عامود,0000002113,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,8,54.38.619,1,Ring,رنج,0000002114,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,9,70-4202072B,1,Axle,عاومد,0000002115,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,10,А.8x20.65G,1,Pin,بنز,0000002116,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,11,014-018-25-2-2,1,Ring,رنج,0000002117,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,12,80-4202082,1,Bush,دفع,0000002118,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,13,S18,1,Ring,رنج,0000002119,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,14,85-4202079,1,Plate,جوان معدنى,0000002120,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,15,ShP 10,12,Washer,وردة,0000002121,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,16,М10х40,1,Bolt,مسمار,0000002122,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,17,F70-4202095,1,Housing,علبة,0000002123,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,18,F70-4202092,1,Cover,غطاء,0000002124,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,19,М8х16,4,Bolt,مسمار,0000002125,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,19,М8,4,Nut,صامولة,0000002126,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,19,ShP 8,4,Washer,وردة,0000002127,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,19,ShCh 8,4,Washer,وردة,0000002128,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,20,80-4202081-А,1,Plate,جوان معدنى,0000002129,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,21,80-4202019B,1,Tail (8 splines),عامود PTO 8 سن ( إختيارى ),0000002130,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,21,80-4202019B-01,1,Tail (6 splines) (optional),عامود PTO 6 سنة ( إختيارى ),0000002131,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,21,80-4202019B-02,1,Tail (21 splines) (optional),عامود PTO 21 سنة ( إختيارى ),0000002132,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,22,50-4202065-А,1,Cap,غطاء ,0000002133,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,23,М8х16,2,Bolt,مسمار,0000002134,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,24,ShP 8,2,Washer,وردة,0000002135,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,25,М10х18,6,Bolt,مسمار,0000002136,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,26,80-4202042-B,1,Cover,غطاء,0000002137,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,27,50-4202092А,1,Gasket,جوان,0000002138,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,28,80-4202017-B,1,Shaft,عامود,0000002139,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,29,2.2-80x105-1,1,Collar,طوق,0000002140,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,30,60310А,1,Bearing,بلية,0000002141,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,31,2S110,2,Ring,رنج,0000002142,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,32,"М12x1,25",1,Nut,صامولة,0000002143,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,33,50-4202068,1,Check screw,مسمار إختبار,0000002144,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,34,85-4202100,1,Band with lining 85-4202056 (TIIR 430),حزام مبطن 85-4202056 (TIIR 430),0000002145,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,35,85-4202100-01 or 85-4020100-02,1,Band with lining 85-4202057 (TIIR 430) or band with lining 85-4202057-А7 (ITB 2842),حزام مبطن,0000002146,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,36,2S50,2,Ring,رنج,0000002147,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,37,2S85,1,Ring,رنج,0000002148,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,38,"7,938-100",1,Ball,كورة,0000002149,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,39,50-4202046-B,1,Shift collar,عامود الطوق,0000002150,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,40,А61.03.002,1,Ring,رنج,0000002151,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,41,80-4202044-B,1,PTO,طنبورة,0000002152,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,42,2S90,1,Ring,رنج,0000002153,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,43,210AUSh1,1,Bearing,بلية,0000002154,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,44,50-4702066-А,1,Cup,غطاء,0000002155,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,45,70-4202043,1,Crown gear,ترس التاج,0000002156,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,46,70-4202083-А,1,Nut,صامولة,0000002157,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,47,208А,1,Bearing,بلية,0000002158,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,48,КК20х26х34Е,3,Bearing,بلية,0000002159,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,49,70-4202024,3,Satellite,تابع,0000002160,0,0,0,0,0
2.1.1.42.421,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",42,Power takeoff,الطنبورة ,4202,421,Rear Power Takeoff Shaft (PTO Shaft),مخرج الطمبورة الخلفية,40,85-4202065,1,Carrier,ناقل,0000002161,0,0,0,0,0
